LOCATION,PRICE,FACING,FLOOR,BEDROOM,BATHROOM,LAND AREA (sqft),ROAD ACCESS (ft),PROPERTY AGE,HAS_PARKING,HAS_BALCONY,HAS_GARDEN,HAS_MODULAR_KITCHEN,LOCATION_ENCODED
"Mandikhatar, Kathmandu",27500000.0,east,2.5,4.0,4.0,1095.2,32.0,10.0,1,0,0,0,43173333.333333336
"Sunakothi, Lalitpur",12500000.0,south-west,1.5,3.0,2.0,1437.45,8.0,11.0,1,0,0,0,44000000.0
"Panga, Kathmandu",35000000.0,south,3.5,14.0,4.0,1779.7,12.0,24.0,1,0,0,0,35000000.0
"Mandikhatar, Kathmandu",75000000.0,west,2.5,6.0,4.0,3080.25,15.0,7.0,1,0,1,0,43173333.333333336
"Budhanilkantha, Kathmandu",36000000.0,north,2.5,6.0,4.0,1711.25,13.0,11.0,1,0,0,0,51359210.526315786
"Jyotinagar, Kathmandu",22500000.0,south,2.5,7.0,4.0,1095.2,13.0,4.0,1,0,0,0,30460000.0
"Machhegaun , Kathmandu",10500000.0,east,2.5,7.0,3.0,1060.9750000000001,13.0,14.0,0,0,0,0,10500000.0
"Thulobharyang, Kathmandu",25000000.0,west,2.5,4.0,3.0,1060.9750000000001,14.0,23.0,1,0,0,0,23333333.333333332
"Chyasal, Lalitpur",22500000.0,west,3.0,7.0,4.0,1026.75,13.0,12.0,0,0,0,0,22500000.0
"Budhanilkantha, Kathmandu",32500000.0,south-east,2.5,6.0,5.0,1369.0,14.0,23.0,1,0,0,0,51359210.526315786
"Naya Basti, Kathmandu",25000000.0,east,3.5,5.0,3.0,1129.425,12.0,8.0,1,0,0,0,23000000.0
"Kapan, Kathmandu",24000000.0,west,2.5,6.0,5.0,1129.425,12.0,10.0,1,0,0,0,27269230.769230768
"Balkot, Bhaktapur",42500000.0,south,3.5,4.0,4.0,2053.5,10.0,4.0,1,0,0,0,37750000.0
"Mulpani, Kathmandu",31500000.0,north,2.5,5.0,4.0,1369.0,20.0,10.0,1,0,0,1,20250000.0
"Nakhudole, Lalitpur",27500000.0,south,2.5,3.0,4.0,1369.0,10.0,5.0,1,0,0,0,24000000.0
 undefined,18500000.0,east,2.5,6.0,4.0,1129.425,13.0,22.0,1,0,0,0,26250000.0
"Tikathali, Lalitpur",19000000.0,west,2.5,5.0,4.0,1026.75,13.0,4.0,1,0,0,0,25147058.82352941
"Tikathali, Lalitpur",18500000.0,west,2.5,5.0,4.0,787.175,13.0,8.0,1,0,0,0,25147058.82352941
"Kalikasthan, Kathmandu",60000000.0,north-west,5.5,8.0,8.0,1369.0,15.0,4.0,1,0,0,0,42500000.0
"Bhairabchaur, Kathmandu",25000000.0,east,2.5,4.0,3.0,1369.0,12.0,14.0,1,0,0,0,25000000.0
"Padma Colony, Kathmandu",20000000.0,north-east,3.0,3.0,2.0,1711.25,10.0,13.0,1,0,1,0,20000000.0
"Dallu, Kathmandu",70000000.0,east,4.5,5.0,4.0,3080.25,12.0,8.0,1,0,0,0,57500000.0
"Mahadevtar, Kathmandu",46500000.0,south,2.5,6.0,5.0,3490.95,20.0,12.0,1,0,1,0,53250000.0
"Mandikhatar, Kathmandu",35000000.0,north,3.5,5.0,4.0,1437.45,13.0,5.0,1,0,0,0,43173333.333333336
"Dhungedhara, Kathmandu",65000000.0,east,2.5,4.0,5.0,3148.7,20.0,14.0,1,0,1,0,65000000.0
"Thankot, Kathmandu",12500000.0,north,2.0,4.0,4.0,1026.75,13.0,4.0,0,0,0,0,17794117.647058822
"Mahadevtar, Kathmandu",46500000.0,south,2.5,6.0,3.0,3456.725,20.0,4.0,1,0,0,0,53250000.0
"Maharajgunj, Kathmandu",41000000.0,west,4.5,12.0,4.0,1711.25,12.0,4.0,1,0,0,0,87200000.0
"Hattiban, Lalitpur",34000000.0,east,3.5,8.0,4.0,1095.2,13.0,8.0,1,0,0,0,40300000.0
"Mid Baneshwor, Kathmandu",100000000.0,west,2.5,3.0,2.0,5476.0,12.0,5.0,1,0,1,0,73833333.33333333
"Teku, Kathmandu",77500000.0,east,3.5,7.0,4.0,2772.225,10.0,23.0,1,0,0,0,77500000.0
"Bansbari, Kathmandu",60000000.0,east,4.5,5.0,4.0,1369.0,15.0,4.0,1,0,0,0,55545454.54545455
"Bhutkhel , Kathmandu",26700000.0,west,3.0,7.0,3.0,1369.0,20.0,22.0,1,0,0,0,26700000.0
"Bouddha, Kathmandu",29500000.0,east,2.5,6.0,4.0,1369.0,18.0,4.0,1,0,0,0,59000000.0
"Sano thimi, Bhaktapur",21500000.0,north-west,3.5,5.0,3.0,1095.2,13.0,5.0,1,0,0,0,21500000.0
"Dhumbarahi, Kathmandu",95000000.0,north-west,2.5,4.0,4.0,3422.5,13.0,14.0,1,0,0,0,58000000.0
"Satungal, Kathmandu",18500000.0,west,2.5,6.0,4.0,1095.2,13.0,23.0,1,0,0,0,24000000.0
"Gurjudhara, Kathmandu",16500000.0,west,2.5,5.0,3.0,855.625,13.0,4.0,1,0,0,0,22666666.666666668
"Naikap, Kathmandu",21000000.0,south,2.5,4.0,4.0,1060.9750000000001,13.0,8.0,1,0,0,0,21000000.0
"Dhungeadda, Kathmandu",33000000.0,north,2.5,5.0,4.0,1197.875,13.0,4.0,1,0,1,0,33000000.0
"Golfutar, Kathmandu",29500000.0,east,2.5,6.0,3.0,1745.475,12.0,10.0,1,0,0,0,37055555.55555555
"Sukedhara, Kathmandu",30000000.0,south,2.5,4.0,4.0,1369.0,12.0,5.0,1,0,0,0,33192307.692307692
"Chandol, Kathmandu",90000000.0,east,2.5,5.0,4.0,3080.25,26.0,7.0,1,0,0,0,87500000.0
"Pasikot, Kathmandu",36000000.0,north,2.5,5.0,4.0,1711.25,13.0,5.0,1,0,0,1,32693333.333333332
"Bhangal , Kathmandu",21000000.0,east,2.5,5.0,4.0,1095.2,13.0,5.0,0,0,0,0,27633333.333333332
"Baluwakhani, Kathmandu",33500000.0,east,2.5,5.0,4.0,1711.25,14.0,23.0,1,0,0,0,29250000.0
"Baniyatar, Kathmandu",19500000.0,west,2.5,4.0,4.0,1026.75,12.0,22.0,1,0,0,0,28500000.0
"Padamsal, Kathmandu",24000000.0,west,3.0,5.0,4.0,1095.2,13.0,4.0,1,0,0,1,24000000.0
"Khichapokhari, Kathmandu",35500000.0,west,4.0,7.0,4.0,1813.925,10.0,17.0,1,0,0,0,35500000.0
"Bouddha, Kathmandu",67500000.0,north-east,4.0,8.0,6.0,3148.7,11.0,14.0,0,0,0,0,59000000.0
"Dhapasi, Kathmandu",19500000.0,east,2.5,5.0,3.0,1026.75,12.0,11.0,1,0,0,0,38452173.91304348
"Hattiban, Lalitpur",50000000.0,south,3.0,5.0,4.0,1882.375,16.0,4.0,1,0,0,1,40300000.0
"Sitapaila, Kathmandu",20000000.0,east,2.5,5.0,4.0,1026.75,11.0,8.0,1,0,0,0,31995000.0
"Jaya Bageshwori, Kathmandu",38500000.0,north,3.0,5.0,5.0,1369.0,18.0,21.0,1,0,0,0,38500000.0
"Kapan, Kathmandu",25000000.0,north-east,4.0,5.0,4.0,1026.75,10.0,11.0,1,0,0,1,27269230.769230768
"Bafal, Kathmandu",70000000.0,east,2.5,3.0,4.0,3148.7,13.0,22.0,1,0,0,0,39055555.55555555
"Baluwatar, Kathmandu",40000000.0,east,5.0,3.0,5.0,1060.9750000000001,14.0,6.0,1,0,0,0,54750000.0
"Srijananagar, Bhaktapur",22500000.0,north-west,3.0,7.0,3.0,1095.2,20.0,13.0,1,0,0,1,22500000.0
"Bagdol, Lalitpur",29000000.0,south,2.5,4.0,4.0,1711.25,15.0,10.0,1,0,0,1,42000000.0
"Bhangal , Kathmandu",23500000.0,east,2.5,4.0,4.0,1369.0,16.0,7.0,1,0,0,0,27633333.333333332
"Kapan, Kathmandu",11200000.000000002,east,1.0,2.0,1.0,1026.75,10.0,10.0,1,0,0,0,27269230.769230768
"Sukedhara, Kathmandu",17000000.0,north,2.5,4.0,4.0,752.95,13.0,6.0,1,0,0,0,33192307.692307692
"Lubhu, Lalitpur",15000000.0,south,2.5,5.0,3.0,1060.9750000000001,11.0,13.0,1,0,0,0,22600000.0
"Ganesh Chowk, Kathmandu",32500000.0,south,2.5,4.0,4.0,1437.45,13.0,7.0,1,0,0,0,42962500.0
"Thankot, Kathmandu",16500000.0,north,2.5,4.0,4.0,1369.0,13.0,4.0,1,0,0,0,17794117.647058822
"Gaurighat, Kathmandu",60000000.0,south,5.0,9.0,7.0,2395.75,10.0,5.0,1,0,0,0,41500000.0
"Goldhunga, Kathmandu",15000000.0,south,2.0,5.0,4.0,1026.75,13.0,17.0,1,0,0,0,21500000.0
"Pasikot, Kathmandu",60000000.0,east,3.5,6.0,5.0,3080.25,16.0,4.0,1,0,0,0,32693333.333333332
"Bhangal , Kathmandu",22000000.0,north-west,2.5,5.0,4.0,1403.225,13.0,7.0,1,0,0,0,27633333.333333332
"Imadol, Lalitpur",21000000.0,east,2.5,5.0,4.0,1026.75,20.0,7.0,1,0,0,0,29527777.777777776
"Chapali, Kathmandu",44000000.0,north-west,2.5,5.0,4.0,1711.25,12.0,4.0,1,0,0,0,33000000.0
"Bhaisepati, Lalitpur",40000000.0,north,2.5,3.0,3.0,1369.0,16.0,4.0,1,0,0,0,47632203.38983051
"Imadol, Lalitpur",18000000.0,north,2.5,4.0,3.0,787.175,13.0,4.0,1,0,1,0,29527777.777777776
"Saraswotinagar, Kathmandu",40000000.0,north-east,2.5,4.0,4.0,2395.75,13.0,4.0,1,0,1,0,31500000.0
"Banasthali, Kathmandu",70000000.0,east,2.5,4.0,5.0,3764.75,20.0,4.0,1,0,0,0,43800000.0
"Bhaisepati, Lalitpur",24500000.0,north,2.5,4.0,5.0,1095.2,13.0,8.0,1,0,0,0,47632203.38983051
"Kadaghari, Kathmandu",24000000.0,south-west,2.5,6.0,3.0,1026.75,13.0,4.0,1,0,0,0,38333333.333333336
"Machhapokhari, Kathmandu",49000000.0,north,2.5,6.0,3.0,2395.75,12.0,4.0,1,0,0,0,44666666.666666664
"Bhangal , Kathmandu",18500000.0,north-west,2.5,5.0,3.0,1060.9750000000001,13.0,8.0,1,0,0,0,27633333.333333332
"Sundarbasti, Kathmandu",20000000.0,north,2.5,5.0,5.0,1060.9750000000001,13.0,11.0,1,0,0,0,34144444.44444445
"Sipadol, Bhaktapur",22000000.0,south,2.5,5.0,3.0,1403.225,13.0,5.0,1,0,1,0,18500000.0
"Bansbari, Kathmandu",52000000.0,west,2.5,6.0,3.0,2464.2000000000003,20.0,6.0,0,0,1,0,55545454.54545455
"Kupandole, Lalitpur",80000000.0,south-west,3.5,9.0,4.0,5886.7,9.0,6.0,1,0,1,0,80000000.0
"Bhatkepati, Kathmandu",25000000.0,north,2.5,4.0,4.0,2053.5,20.0,20.0,1,0,0,0,25000000.0
"Dadhikot, Bhaktapur",25000000.0,south-east,3.5,12.0,4.0,1369.0,20.0,4.0,0,0,0,0,29333333.333333332
"Radhe Radhe, Bhaktapur",27000000.0,east,2.5,4.0,4.0,1471.675,20.0,5.0,1,0,0,0,37833333.333333336
"Imadol, Lalitpur",23000000.0,south-east,3.5,6.0,4.0,1369.0,13.0,6.0,1,0,0,0,29527777.777777776
"Nakkhu, Lalitpur",23000000.0,west,2.5,3.0,3.0,1026.75,13.0,4.0,1,0,1,0,33960000.0
"Nakkhu, Lalitpur",30000000.0,south,2.5,4.0,4.0,1369.0,14.0,4.0,1,0,1,0,33960000.0
"Nakkhu, Lalitpur",23000000.0,north,2.5,3.0,3.0,1026.75,13.0,28.0,1,0,0,0,33960000.0
"Dhapakhel, Lalitpur",29000000.0,south,2.5,7.0,5.0,1369.0,20.0,8.0,1,0,1,0,32500000.0
"Thankot, Kathmandu",13500000.0,east,2.5,5.0,4.0,1095.2,13.0,8.0,1,0,0,0,17794117.647058822
"Imadol, Lalitpur",25000000.0,west,2.5,7.0,3.0,1779.7,13.0,14.0,1,0,0,0,29527777.777777776
"Samakhusi, Kathmandu",34000000.0,west,3.5,10.0,4.0,2087.725,15.0,5.0,1,0,1,0,33875000.0
"Imadol, Lalitpur",29500000.0,east,2.5,6.0,4.0,1813.925,16.0,4.0,1,0,1,0,29527777.777777776
"Dhapasi, Kathmandu",37500000.0,north east,2.5,5.0,4.0,1369.0,13.0,4.0,1,0,0,0,38452173.91304348
"Sukedhara, Kathmandu",45000000.0,east,2.5,5.0,4.0,2121.9500000000003,12.0,4.0,1,0,0,0,33192307.692307692
"Srijana Chowk, Kathmandu",16000000.0,east,2.5,5.0,3.0,1129.425,8.0,10.0,1,0,0,0,16000000.0
"Sukedhara, Kathmandu",16000000.0,north,2.5,5.0,3.0,787.175,13.0,4.0,1,0,0,0,33192307.692307692
"Mulpani, Kathmandu",14000000.0,west,2.5,5.0,3.0,1026.75,8.0,20.0,1,0,0,0,20250000.0
"Sukedhara, Kathmandu",27000000.0,south,2.5,5.0,4.0,1369.0,13.0,8.0,1,0,0,0,33192307.692307692
"Bhaisepati, Lalitpur",57500000.0,south,2.5,5.0,4.0,1779.7,19.0,4.0,1,0,1,0,47632203.38983051
"Thecho, Lalitpur",27500000.0,south,3.5,7.0,5.0,1813.925,12.0,18.0,1,0,0,0,45833333.333333336
"Tokha, Kathmandu",32500000.0,north,2.5,3.0,4.0,1369.0,22.0,8.0,1,0,1,0,32375000.0
"Dhapasi, Kathmandu",30000000.0,south west,3.0,5.0,5.0,1369.0,28.0,5.0,1,0,0,0,38452173.91304348
"Ram Mandir, Kathmandu",28500000.0,north,2.5,6.0,4.0,1711.25,16.0,5.0,1,0,0,0,28500000.0
"Chhauni, Kathmandu",31000000.0,north,2.5,4.0,3.0,1437.45,14.0,9.0,1,0,0,0,34000000.0
"Setipakha, Lalitpur",22500000.0,east,2.5,5.0,3.0,1403.225,12.0,8.0,1,0,0,0,25642857.14285714
"Hattiban, Lalitpur",28700000.0,south,3.0,6.0,6.0,1403.225,13.0,4.0,1,0,0,1,40300000.0
"Thankot, Kathmandu",11500000.0,east,1.0,5.0,4.0,1369.0,13.0,14.0,1,0,0,0,17794117.647058822
"Ganesh Chowk, Kathmandu",35000000.0,south,2.5,5.0,5.0,1711.25,13.0,20.0,1,0,0,0,42962500.0
"Nakkhu, Lalitpur",33000000.0,south-west,2.5,4.0,4.0,1403.225,15.0,14.0,1,0,1,0,33960000.0
"Kusunti, Lalitpur",27000000.0,south,2.5,5.0,3.0,1369.0,15.0,20.0,1,0,0,0,71416666.66666667
"Kusunti, Lalitpur",24000000.0,south,2.5,4.0,3.0,1095.2,15.0,5.0,1,0,0,0,71416666.66666667
"Baluwakhani, Kathmandu",23500000.0,north,2.5,5.0,4.0,1095.2,15.0,11.0,1,0,0,0,29250000.0
"Sukedhara, Kathmandu",35000000.0,north,2.5,5.0,4.0,1711.25,13.0,14.0,1,0,0,0,33192307.692307692
"Golfutar, Kathmandu",28000000.0,east,2.5,6.0,4.0,1369.0,18.0,14.0,1,0,0,0,37055555.55555555
"Ganesh Chowk, Kathmandu",35000000.0,south,2.5,5.0,5.0,1711.25,13.0,20.0,1,0,0,0,42962500.0
"Ganesh Chowk, Kathmandu",32000000.0,south-west,2.5,5.0,5.0,1437.45,15.0,8.0,1,0,0,0,42962500.0
"Narayanthan , Kathmandu",35000000.0,north-east,2.5,5.0,5.0,1369.0,13.0,5.0,1,0,1,0,52071428.571428575
"Nakkhu, Lalitpur",23500000.0,east,2.5,4.0,5.0,1026.75,20.0,8.0,1,0,1,0,33960000.0
"Bhaisepati, Lalitpur",28000000.0,east,2.5,4.0,4.0,1471.675,16.0,20.0,1,0,1,0,47632203.38983051
"Shankhamul, Kathmandu",40000000.0,west,2.5,7.0,3.0,1369.0,13.0,24.0,0,0,0,0,52125000.0
"Dhapasi, Kathmandu",28000000.0,south-east,2.5,5.0,4.0,1437.45,13.0,14.0,1,0,0,0,38452173.91304348
"Tokha Height, Kathmandu",23000000.0,east,2.5,5.0,4.0,1095.2,12.0,20.0,1,0,0,0,23000000.0
"Hattiban, Lalitpur",21500000.0,east,2.5,6.0,4.0,1369.0,12.0,11.0,1,0,0,0,40300000.0
"Gothatar, Kathmandu",40000000.0,south-west,2.5,4.0,3.0,2053.5,20.0,14.0,1,0,0,0,24375000.0
"Syuchatar, Kathmandu",20500000.0,south,2.5,6.0,3.0,1026.75,13.0,14.0,1,0,0,0,26500000.0
"Khadka Gaun, Kathmandu",23000000.0,north-west,2.5,4.0,4.0,1369.0,13.0,5.0,1,0,0,0,23000000.0
"Kapan Gumba, Kathmandu",14000000.0,east,2.5,3.0,2.0,1095.2,13.0,11.0,1,0,0,0,14000000.0
"Narayantar, Kathmandu",27500000.0,east,2.5,3.0,4.0,1437.45,18.0,14.0,1,0,1,0,33333333.333333332
"Thaiba, Lalitpur",48500000.0,north-east,2.5,4.0,4.0,2053.5,20.0,10.0,1,0,1,0,39166666.666666664
"Budhanilkantha, Kathmandu",115000000.0,south,2.5,7.0,5.0,2943.35,13.0,12.0,1,0,1,0,51359210.526315786
"Dhapasi, Kathmandu",33000000.0,south,2.5,6.0,4.0,2053.5,20.0,30.0,1,0,0,0,38452173.91304348
"Bafal, Kathmandu",46000000.0,south,3.5,7.0,4.0,1779.7,16.5,8.0,0,0,0,0,39055555.55555555
"Narayanthan , Kathmandu",45000000.0,west,2.0,4.0,4.0,2053.5,19.0,6.0,1,0,0,0,52071428.571428575
"Budhanilkantha, Kathmandu",47000000.0,south west,2.5,5.0,4.0,2053.5,15.0,6.0,1,0,1,0,51359210.526315786
"Katunje, Bhaktapur",23500000.0,east,3.5,8.0,4.0,1369.0,20.0,22.0,0,0,0,0,28750000.0
"Thankot, Kathmandu",15000000.0,east,2.5,4.0,4.0,1026.75,13.0,17.0,1,0,0,0,17794117.647058822
"Deuwa chowk, Kathmandu",32500000.0,south-west,2.5,5.0,5.0,1403.225,14.0,6.0,1,0,0,0,48200000.0
"Bhaisepati, Lalitpur",38000000.0,north,2.5,4.0,4.0,1369.0,20.0,7.0,1,0,1,0,47632203.38983051
"Bhaisepati, Lalitpur",24500000.0,east,2.5,4.0,5.0,1095.2,20.0,17.0,1,0,1,0,47632203.38983051
"Liwali, Bhaktapur",35000000.0,east,2.5,3.0,2.0,2464.2000000000003,13.0,6.0,1,0,1,1,35000000.0
"Hattigaunda, Kathmandu",23000000.0,east,2.5,4.0,4.0,1026.75,13.0,5.0,1,0,0,1,42730769.23076923
"Bafal, Kathmandu",25500000.0,east,2.5,4.0,4.0,1437.45,13.0,6.0,1,0,0,0,39055555.55555555
"Kalanki, Kathmandu",42500000.0,east,3.0,5.0,3.0,2738.0,14.0,7.0,1,0,1,0,34900000.0
"Ramkot, Kathmandu",15500000.0,north,2.0,4.0,2.0,1369.0,20.0,17.0,1,0,0,0,15500000.0
"Khusibu, Kathmandu",41000000.0,east,3.5,7.0,7.0,1437.45,20.0,17.0,1,0,0,1,60000000.0
"Hattiban, Lalitpur",21500000.0,north,2.5,6.0,4.0,1369.0,13.0,5.0,1,0,0,0,40300000.0
"Budhanilkantha, Kathmandu",41500000.0,north-west,2.5,6.0,6.0,1745.475,13.0,6.0,1,0,0,0,51359210.526315786
"Grande Villa, Kathmandu",26000000.0,north,2.5,4.0,3.0,1369.0,26.0,12.0,1,0,0,0,39375000.0
"Hattigaunda, Kathmandu",34500000.0,east,2.5,4.0,5.0,1711.25,14.0,17.0,1,0,0,0,42730769.23076923
"Dhapasi, Kathmandu",50000000.0,east,2.5,7.0,5.0,3798.975,15.0,8.0,1,0,1,0,38452173.91304348
"Tokha, Kathmandu",38000000.0,west,2.5,4.0,4.0,2395.75,20.0,7.0,1,0,1,0,32375000.0
"Budhanilkantha, Kathmandu",55000000.0,north-west,2.5,4.0,4.0,3080.25,14.0,6.0,1,0,1,0,51359210.526315786
"Kapan, Kathmandu",36000000.0,south,2.5,6.0,4.0,2395.75,13.0,14.0,1,0,1,1,27269230.769230768
"Budhanilkantha, Kathmandu",58000000.0,east,2.5,5.0,4.0,4107.0,12.0,15.0,1,0,0,0,51359210.526315786
"Manabahadur Marga, Kathmandu",27000000.0,north,2.5,5.0,4.0,1369.0,13.0,17.0,0,0,0,0,31000000.0
"Hepali Height, Kathmandu",27000000.0,east,2.5,5.0,4.0,1369.0,15.0,7.0,1,0,0,0,41700000.0
"Budhanilkantha, Kathmandu",44500000.0,west,2.5,6.0,4.0,1711.25,15.0,6.0,1,0,1,0,51359210.526315786
"Bansbari, Kathmandu",45000000.0,east,2.5,6.0,4.0,2738.0,20.0,6.0,1,0,0,0,55545454.54545455
"Thankot, Kathmandu",30000000.0,east,3.5,5.0,5.0,1369.0,13.0,16.0,1,0,0,0,17794117.647058822
"Nakhipot, Lalitpur",25000000.0,north,2.5,5.0,3.0,1437.45,20.0,5.0,1,0,0,1,34208333.333333336
"Thankot, Kathmandu",19000000.0,north,2.0,4.0,2.0,1369.0,16.0,13.0,0,0,0,0,17794117.647058822
"Gongabu, Kathmandu",35000000.0,west,3.5,5.0,4.0,1437.45,20.0,20.0,1,0,0,0,38428571.428571425
"Shankhamul, Kathmandu",55500000.0,south,4.5,6.0,5.0,1369.0,15.0,16.0,1,0,0,0,52125000.0
"Banasthali, Kathmandu",20000000.0,north,2.5,5.0,3.0,1095.2,8.0,12.0,0,0,0,0,43800000.0
"Thankot, Kathmandu",16000000.0,south,2.5,6.0,4.0,1369.0,16.0,12.0,1,0,0,0,17794117.647058822
"Thankot, Kathmandu",16000000.0,west,2.5,5.0,2.0,1060.9750000000001,13.0,12.0,1,0,0,0,17794117.647058822
"Siddhartha Colony, Kathmandu",70000000.0,south,4.0,9.0,5.0,3080.25,12.0,13.0,0,0,0,0,52500000.0
"Imadol, Lalitpur",25000000.0,south,2.5,5.0,5.0,1095.2,15.0,9.0,1,0,0,0,29527777.777777776
"Imadol, Lalitpur",21500000.0,south,2.5,4.0,3.0,1060.9750000000001,13.0,6.0,1,0,0,0,29527777.777777776
"Pasikot, Kathmandu",32000000.0,east,3.0,4.0,6.0,1882.375,14.0,12.0,1,0,0,0,32693333.333333332
"Bhangal , Kathmandu",19000000.0,east,2.5,6.0,4.0,1026.75,10.0,12.0,1,1,0,0,27633333.333333332
"Kapan, Kathmandu",20000000.0,north,2.5,5.0,4.0,1471.675,13.0,24.0,1,1,1,1,27269230.769230768
"Gongabu, Kathmandu",18500000.0,north east,2.5,5.0,4.0,1026.75,12.0,3.0,1,1,0,0,38428571.428571425
"Bhangal , Kathmandu",18000000.0,west,2.0,4.0,2.0,1369.0,13.0,3.0,0,0,0,0,27633333.333333332
"Grande Hospital, Kathmandu",32799999.999999996,south west,2.5,6.0,5.0,1403.225,10.0,4.0,0,1,1,1,28160000.0
"Kapan, Kathmandu",36000000.0,west,2.5,4.0,3.0,1369.0,16.0,11.0,1,1,0,1,27269230.769230768
"Dhapasi, Kathmandu",21500000.0,south,2.5,5.0,5.0,1026.75,12.0,7.0,1,1,1,1,38452173.91304348
"Thankot, Kathmandu",11500000.0,south,2.5,5.0,3.0,752.95,10.0,10.0,1,1,0,1,17794117.647058822
"Kalanki, Kathmandu",13000000.0,south east,2.0,4.0,3.0,787.175,13.0,6.0,0,1,0,0,34900000.0
"Thankot, Kathmandu",21000000.0,east,3.0,5.0,5.0,1711.25,10.0,12.0,1,0,0,0,17794117.647058822
"Thankot, Kathmandu",13500000.0,north,2.5,4.0,3.0,787.175,11.0,6.0,1,1,1,1,17794117.647058822
"Thankot, Kathmandu",17500000.0,south east,2.5,5.0,4.0,2121.9500000000003,11.0,7.0,1,1,1,0,17794117.647058822
"Bouddha, Kathmandu",80000000.0,north,4.0,7.0,3.0,2395.75,16.5,7.0,1,1,1,0,59000000.0
"Budhanilkantha, Kathmandu",23500000.0,east,2.5,6.0,3.0,1060.9750000000001,12.0,12.0,0,1,1,1,51359210.526315786
"Golfutar, Kathmandu",32500000.0,west,3.0,6.0,5.0,1369.0,15.0,25.0,1,1,1,0,37055555.55555555
"Sukedhara, Kathmandu",42500000.0,north,2.5,5.0,4.0,1369.0,12.0,8.0,1,0,1,1,33192307.692307692
"Budhanilkantha, Kathmandu",67500000.0,north,2.5,4.0,4.0,4107.0,12.0,8.0,1,0,0,0,51359210.526315786
"Chappal karkhana, Kathmandu",32000000.0,north,2.5,4.0,5.0,1095.2,12.0,3.0,1,0,0,0,32000000.0
"Samakhusi, Kathmandu",32000000.0,west,2.5,6.0,5.0,1369.0,15.0,4.0,0,0,0,0,33875000.0
"Nakhipot, Lalitpur",23000000.0,north,2.5,4.0,3.0,1129.425,16.0,4.0,0,0,0,0,34208333.333333336
"Banasthali, Kathmandu",45000000.0,north,4.0,7.0,5.0,1540.125,15.0,10.0,1,0,0,0,43800000.0
"Satdobato, Lalitpur",45000000.0,north,2.5,6.0,4.0,3080.25,20.0,11.0,1,0,1,0,43187500.0
"Sanepa, Lalitpur",75000000.0,north,3.0,6.0,4.0,2395.75,15.0,3.0,1,0,0,0,66750000.0
"Hattiban, Lalitpur",100000000.0,west,2.0,4.0,4.0,1437.45,18.0,3.0,1,1,1,1,40300000.0
"Jawalakhel, Lalitpur",36000000.0,west,2.5,5.0,5.0,1369.0,12.0,3.0,1,1,0,1,73000000.0
"Hattiban, Lalitpur",30000000.0,east,4.0,4.0,4.0,1026.75,12.0,3.0,1,0,0,0,40300000.0
"Naxal, Kathmandu",38000000.0,south east,2.5,6.0,5.0,1369.0,15.0,10.0,1,0,0,0,46500000.0
"Budhanilkantha, Kathmandu",105000000.0,west,2.5,5.0,4.0,3080.25,16.0,6.0,1,0,0,0,51359210.526315786
"Budhanilkantha, Kathmandu",70000000.0,east,3.0,7.0,4.0,2669.5499999999997,12.0,11.0,1,0,1,0,51359210.526315786
"Budhanilkantha, Kathmandu",57000000.0,north,3.0,10.0,8.0,2395.75,15.0,9.0,1,0,0,0,51359210.526315786
"Nakkhu, Lalitpur",25000000.0,north,2.5,5.0,5.0,1403.225,30.0,11.0,1,0,0,1,33960000.0
"Hattiban, Lalitpur",35000000.0,east,2.5,6.0,3.0,1026.75,20.0,8.0,1,0,0,0,40300000.0
"Kusunti, Lalitpur",110000000.0,east,2.5,4.0,4.0,3080.25,20.0,7.0,1,0,1,0,71416666.66666667
"Samakhushi chowk, Kathmandu",35000000.0,south-west,2.5,4.0,3.0,1711.25,16.5,11.0,1,0,1,1,38500000.0
"Maligaon, Kathmandu",65000000.0,north-west,2.5,5.0,6.0,4107.0,16.5,7.0,1,0,0,1,65000000.0
"Kusunti, Lalitpur",42500000.0,south-west,2.5,4.0,4.0,1779.7,15.0,6.0,1,0,0,1,71416666.66666667
" Gongabu,  Kathmandu",24500000.0,north,2.5,6.0,3.0,752.95,12.0,8.0,0,0,0,0,24500000.0
" Nagarjung,  Kathmandu",325000000.0,south,2.5,5.0,3.0,1026.75,14.0,15.0,0,0,0,1,325000000.0
" NAGARJUNG,  KATHMANDU",60000000.0,west / north,2.5,6.0,7.0,3490.95,14.0,6.0,0,0,0,1,45750000.0
" NAGARJUNG,  KATHMANDU",31500000.0,north,2.5,6.0,3.0,1026.75,13.0,3.0,0,0,0,0,45750000.0
" IMADOL,  LALITPUR",27500000.0,north,2.5,6.0,5.0,1026.75,13.0,17.0,0,0,0,1,27500000.0
" SANOBHARYANG,  KATHMANDU",49000000.0,south-east,2.5,5.0,2.0,1437.45,20.0,6.0,0,0,0,0,49000000.0
" CHAMATI,  KATHMANDU",27000000.0,south,3.0,5.0,3.0,855.625,20.0,6.0,0,0,0,0,27000000.0
" Imadol,  lalitpur",27500000.0,east,2.5,6.0,5.0,1197.875,13.0,3.0,0,0,0,1,27500000.0
" Godamchaur,  Lalitpur",29000000.0,south,2.5,6.0,4.0,1095.2,13.0,13.0,0,0,0,0,29000000.0
